************************* Morevec算子运行时间：17.882000s *************************
*************************影像存储至工作路径  左核线影像Moravec彩色显示.jpg  中 *************************
所有的点个数:301
X坐标，Y坐标，Morevec后的值
24,1767,1106.000000
28,1544,1028.000000
88,2539,1054.000000
100,1464,1548.000000
107,1460,1436.000000
112,759,1129.000000
121,2577,1060.000000
160,1278,1297.000000
283,1206,1227.000000
283,1344,1108.000000
310,1301,1000.000000
374,1943,1159.000000
376,2094,1299.000000
390,1702,1190.000000
395,1251,1061.000000
399,1632,1136.000000
406,1772,1155.000000
420,1800,1152.000000
426,2112,1012.000000
433,1190,1000.000000
438,1488,1150.000000
448,2156,1040.000000
463,1231,1051.000000
465,2021,1369.000000
471,1958,1088.000000
474,1210,1042.000000
477,1406,1039.000000
482,1215,1094.000000
482,2153,1267.000000
497,1598,1090.000000
497,2243,1271.000000
498,1805,1320.000000
498,2215,1012.000000
501,1528,1031.000000
505,2266,1250.000000
514,1404,1528.000000
529,1112,1008.000000
529,2292,1140.000000
538,1105,1009.000000
539,1997,1049.000000
541,1506,1194.000000
543,2258,1344.000000
552,1086,1119.000000
553,1997,1089.000000
554,1353,1619.000000
555,1889,1170.000000
564,1584,1310.000000
565,992,1049.000000
574,1564,1057.000000
575,1240,1049.000000
584,1347,1216.000000
594,1427,1580.000000
595,1584,1027.000000
596,3016,1042.000000
599,1514,1234.000000
604,2871,1401.000000
605,2981,1118.000000
620,1425,1076.000000
620,1559,1121.000000
626,1787,1040.000000
630,1568,1329.000000
634,1321,1540.000000
643,1336,1934.000000
669,2544,1063.000000
670,1622,1267.000000
703,1478,1108.000000
705,965,1041.000000
709,2355,1064.000000
712,1783,1157.000000
723,1458,1111.000000
727,1450,1209.000000
728,997,1039.000000
779,2362,1114.000000
790,1030,1128.000000
804,1360,1257.000000
825,1655,1189.000000
830,1612,1332.000000
830,1649,1289.000000
833,1074,1082.000000
833,1357,1024.000000
835,1396,1167.000000
835,1604,2564.000000
836,997,1016.000000
836,1082,1438.000000
838,1655,1459.000000
841,1390,1658.000000
843,2236,1537.000000
844,1249,1211.000000
847,2877,1013.000000
851,2703,1086.000000
861,2266,1109.000000
875,1213,1127.000000
876,1402,1947.000000
877,2248,1065.000000
879,1648,1346.000000
890,1388,1760.000000
896,1574,1073.000000
913,1525,1135.000000
918,1531,1077.000000
920,1525,1268.000000
921,2525,1397.000000
922,1330,1203.000000
923,1360,1395.000000
925,1416,1172.000000
932,1415,2194.000000
947,1198,1202.000000
949,1603,1303.000000
953,2637,1189.000000
969,2027,1000.000000
972,1405,1231.000000
983,1320,1009.000000
990,2581,1069.000000
992,1677,1256.000000
996,1465,1262.000000
1003,1514,1086.000000
1004,1196,1302.000000
1010,1703,1043.000000
1022,2159,1332.000000
1026,1133,1189.000000
1037,2536,1371.000000
1045,1497,1041.000000
1048,2072,1228.000000
1050,1346,1043.000000
1051,1152,1028.000000
1058,1609,1051.000000
1080,1040,1051.000000
1107,1128,1120.000000
1107,1344,1608.000000
1107,1363,1097.000000
1111,1869,1036.000000
1116,1884,1446.000000
1119,1335,1173.000000
1130,1140,1059.000000
1140,1782,1032.000000
1145,1432,1143.000000
1149,1336,1207.000000
1157,2023,1277.000000
1174,2558,1042.000000
1183,1915,1163.000000
1188,1747,1801.000000
1188,2601,1152.000000
1193,1746,1046.000000
1194,1899,1103.000000
1194,1924,1212.000000
1195,1648,1178.000000
1223,1748,1109.000000
1241,1055,1194.000000
1241,1212,1371.000000
1256,1461,1442.000000
1298,1726,1237.000000
1314,2058,1093.000000
1323,1561,1319.000000
1330,1556,1085.000000
1331,1263,1435.000000
1340,1667,1342.000000
1342,1857,1137.000000
1366,2044,1361.000000
1379,1978,1052.000000
1381,1133,1114.000000
1386,1357,1042.000000
1399,1850,1009.000000
1417,1676,1334.000000
1428,1680,1149.000000
1430,1739,1068.000000
1434,2884,1018.000000
1438,1667,1077.000000
1440,1423,1087.000000
1450,1467,1166.000000
1459,2689,1222.000000
1461,1454,1172.000000
1462,1435,1427.000000
1464,1675,1064.000000
1466,1443,1000.000000
1469,1785,1131.000000
1476,1782,1316.000000
1495,2604,1030.000000
1506,1887,1409.000000
1507,1237,1235.000000
1507,1971,1225.000000
1514,1973,1508.000000
1515,1633,1417.000000
1523,1631,1054.000000
1552,1584,1005.000000
1553,1280,1134.000000
1560,2140,1096.000000
1563,1696,1447.000000
1567,2108,1105.000000
1579,1566,1123.000000
1581,2619,1106.000000
1587,1593,1047.000000
1611,1401,1258.000000
1611,1635,1051.000000
1620,1584,1194.000000
1623,1639,1187.000000
1623,2352,1069.000000
1625,2160,1018.000000
1640,2347,1122.000000
1647,1449,1068.000000
1648,2222,1089.000000
1654,1703,1290.000000
1662,1839,1204.000000
1663,2141,1852.000000
1664,2431,1296.000000
1683,1867,1410.000000
1683,3107,1221.000000
1692,1927,1028.000000
1699,773,1031.000000
1704,2121,1045.000000
1710,1540,1072.000000
1724,1826,1183.000000
1725,1993,1337.000000
1726,841,1323.000000
1728,1930,2122.000000
1730,1825,1042.000000
1731,2337,1151.000000
1737,1925,1045.000000
1738,2124,1059.000000
1751,787,1035.000000
1753,2001,1303.000000
1756,2295,1330.000000
1765,2087,1569.000000
1769,2095,1891.000000
1775,1649,1090.000000
1802,1978,1265.000000
1804,2044,1324.000000
1806,878,1042.000000
1807,2039,1165.000000
1834,2230,1067.000000
1864,2238,1055.000000
1869,1647,1050.000000
1874,1823,1511.000000
1895,1908,1080.000000
1909,1878,1020.000000
1912,1766,1067.000000
1919,1852,1035.000000
1935,1956,1379.000000
1940,1025,1455.000000
1972,2202,1031.000000
1976,2023,1014.000000
1985,2649,1104.000000
2018,2104,1068.000000
2031,2636,1526.000000
2044,1023,1052.000000
2049,2115,1411.000000
2057,2646,1311.000000
